CID,anionE_H,dianionE_H,dE_eV,SM_H,conformer,adductE_H,adduct_complete,filename,dE_addCO2_H,lnKco2,logKco2,,,,,,,,
135543374,-835.741368,-835.7766415,0.959841318,-1024.289241,0,-1024.397422,TRUE,135543374_0.log,-0.088887181,94.16429866,40.88766768,,,,,,,,
135545140,-1074.547248,-1074.632154,2.310419292,-1263.144754,1,-1263.193646,TRUE,135545140_1.log,-0.029597881,31.35506914,13.61488022,,,,,,,,
135547045,-894.4053376,-894.5120383,2.903475428,-1083.024638,1,-1083.076669,TRUE,135547045_1.log,-0.032736581,34.68010973,15.05866684,,,,,,,,
135547061,-1298.672563,-1298.713297,1.108437331,-1487.225897,0,-1487.307271,TRUE,135547061_0.log,-0.062080381,65.76601341,28.55667104,,,,,,,,
135563937,-1143.029726,-1143.042886,0.358110187,-1331.555485,0,-1331.659317,TRUE,135563937_0.log,-0.084537381,89.55625663,38.88678099,,,,,,,,
135563960,-1182.294905,-1182.310523,0.424995809,-1370.823122,1,-1370.928866,TRUE,135563960_1.log,-0.086449881,91.58229929,39.76652162,,,,,,,,
135564717,-921.038235,-921.0882731,1.361606754,-1109.600873,0,-1109.690939,TRUE,135564717_0.log,-0.070772181,74.9738344,32.55485645,,,,,,,,
135564821,-919.8105413,-919.8588642,1.314933761,-1108.371464,0,-1108.464457,TRUE,135564821_0.log,-0.073698981,78.07439475,33.90117011,,,,,,,,
135564858,-571.0786256,-571.1308564,1.421273191,-759.6434562,0,-759.7397045,TRUE,135564858_0.log,-0.076954381,81.52306367,35.39863815,,,,,,,,
135565203,-1107.311088,-1107.313015,0.052444531,-1295.825614,0,-1295.948763,TRUE,135565203_0.log,-0.103854281,110.0199761,47.77246033,,,,,,,,
135565235,-3256.30764,-3256.381232,2.002549512,-3444.893832,0,-3444.961458,TRUE,135565235_0.log,-0.048331481,51.20085889,22.23224442,,,,,,,,
135565267,-1145.455539,-1145.47923,0.644673441,-1333.991829,0,-1334.088985,TRUE,135565267_0.log,-0.077861681,82.4842289,35.81599171,,,,,,,,
135565287,-989.5101908,-989.5286028,0.501016297,-1178.041203,1,-1178.147697,TRUE,135565287_1.log,-0.087200781,92.37777926,40.11193194,,,,,,,,
135565386,-1183.502988,-1183.534481,0.856976784,-1372.047081,0,-1372.136513,TRUE,135565386_0.log,-0.070138781,74.30283026,32.26349555,,,,,,,,
135565528,-990.4422542,-990.5314391,2.426845988,-1179.044039,0,-1179.096508,TRUE,135565528_0.log,-0.033175481,35.14506666,15.26055869,,,,,,,,
135565542,-1184.716419,-1184.738694,0.606142098,-1373.251293,1,-1373.34628,TRUE,135565542_1.log,-0.075692481,80.18624628,34.81817034,,,,,,,,
135565816,-1147.589919,-1147.629748,1.083811014,-1336.142348,1,-1336.249341,TRUE,135565816_1.log,-0.087699581,92.90619237,40.3413775,,,,,,,,
135565950,-995.0218886,-995.0614839,1.077443546,-1183.574084,0,-1183.661061,TRUE,135565950_0.log,-0.067683481,71.70176225,31.13406958,,,,,,,,
135566058,-799.8037532,-799.8659441,1.692301456,-988.3785439,1,-988.4556982,TRUE,135566058_1.log,-0.057860381,61.29547743,26.61549172,,,,,,,,
135574824,-875.002992,-875.052899,1.35803934,-1063.565499,1,-1063.680325,TRUE,135574824_1.log,-0.095532081,101.2036978,43.94428911,,,,,,,,
135576273,-1450.929211,-1451.013533,2.294527834,-1639.526133,0,-1639.595193,TRUE,135576273_0.log,-0.049765681,52.7202055,22.89196939,,,,,,,,
135578206,-856.0972157,-856.1512877,1.471374821,-1044.663888,1,-1044.743835,TRUE,135578206_1.log,-0.060653681,64.25461206,27.90039603,,,,,,,,
135578215,-1507.286171,-1507.335718,1.348251399,-1695.848317,0,-1695.924637,TRUE,135578215_0.log,-0.057025681,60.41122237,26.23153381,,,,,,,,
135583097,-988.3041999,-988.3232298,0.517830221,-1176.83583,1,-1176.96067,TRUE,135583097_1.log,-0.105546781,111.8129577,48.55100204,,,,,,,,
135589792,-1142.108235,-1142.18365,2.052155894,-1330.69625,1,-1330.754374,TRUE,135589792_1.log,-0.038829681,41.13494924,17.86146298,,,,,,,,
135591011,-724.6219564,-724.6753712,1.453491489,-913.187971,1,-913.2739783,TRUE,135591011_1.log,-0.066713381,70.67406866,30.68782834,,,,,,,,
135591012,-685.3286875,-685.3996015,1.92966922,-873.9122013,0,-873.9808882,TRUE,135591012_0.log,-0.049392981,52.32537878,22.72052921,,,,,,,,
135591013,-760.5448484,-760.6024276,1.566810643,-949.1150274,0,-949.1894556,TRUE,135591013_0.log,-0.055134281,58.40753238,25.36149908,,,,,,,,
135596557,-842.4557041,-842.5227252,1.823737961,-1031.035325,1,-1031.131215,TRUE,135596557_1.log,-0.076596381,81.14380967,35.23395991,,,,,,,,
135596588,-1028.705202,-1028.739993,0.946719981,-1217.252593,0,-1217.383742,TRUE,135596588_0.log,-0.111854781,118.4954555,51.45265113,,,,,,,,
135599164,-952.3629571,-952.4125999,1.350850088,-1140.9252,2,-1141.012172,TRUE,135599164_2.log,-0.067678381,71.69635947,31.13172361,,,,,,,,
135599169,-988.3163431,-988.333021,0.453829008,-1176.845621,1,-1176.964434,TRUE,135599169_1.log,-0.099519181,105.4275068,45.77833558,,,,,,,,
135617995,-1066.8394,-1066.896282,1.547847018,-1255.408882,0,-1255.518576,TRUE,135617995_0.log,-0.090400481,95.76744134,41.58377826,,,,,,,,
135625282,-1144.905086,-1144.977981,1.983583166,-1333.49058,1,-1333.562826,TRUE,135625282_1.log,-0.052951981,56.09567204,24.35765177,,,,,,,,
135638494,-879.3419239,-879.4158796,2.012438135,-1067.928479,1,-1067.976119,TRUE,135638494_1.log,-0.028345281,30.02810389,13.03869036,,,,,,,,
135675014,-760.5482528,-760.5959894,1.298979717,-949.1085892,1,-949.2090845,TRUE,135675014_1.log,-0.081201381,86.0222026,37.35223734,,,,,,,,
135703291,-685.3129421,-685.4008929,2.393264399,-873.9134927,0,-873.9777141,TRUE,135703291_0.log,-0.044927481,47.59476779,20.6664211,,,,,,,,
135703652,-1047.753218,-1047.784726,0.857384955,-1236.297326,0,-1236.270268,TRUE,135703652_0.log,0.046352119,-49.10398471,-21.3217476,,,,,,,,
135703653,-1047.745953,-1047.774521,0.777383439,-1236.287121,1,-1236.379828,TRUE,135703653_1.log,-0.073413681,77.77215686,33.7699335,,,,,,,,
135704792,-934.4165459,-934.4884163,1.955694203,-1123.001016,1,-1123.049404,TRUE,135704792_1.log,-0.029094181,30.82146512,13.38318069,,,,,,,,
135706813,-839.1096482,-839.155156,1.238330949,-1027.667756,1,-1027.75299,TRUE,135706813_1.log,-0.065939781,69.85454102,30.33197613,,,,,,,,
135711156,-917.66719,-917.7258318,1.595725477,-1106.238432,0,-1106.308658,TRUE,135711156_0.log,-0.050932681,53.95648879,23.42878367,,,,,,,,
135711156,-917.6604531,-917.7732264,3.068719376,-1106.285826,0,-1106.308658,TRUE,135711156_0.log,-0.003538081,3.74813232,1.627499922,,,,,,,,
135711157,-839.0909625,-839.1526295,1.678045404,-1027.665229,1,-1027.742921,TRUE,135711157_1.log,-0.058398181,61.86520593,26.86287709,,,,,,,,
135711157,-839.0848441,-839.2078953,3.348395424,-1027.720495,1,-1027.742921,TRUE,135711157_1.log,-0.003132381,3.318346433,1.44087991,,,,,,,,
135718438,-1040.047244,-1040.11808,1.927554894,-1228.63068,2,-1228.582511,TRUE,135718438_2.log,0.067462119,-71.46725827,-31.03224415,,,,,,,,
135721658,-969.4015104,-969.4484924,1.278445995,-1157.961092,1,-1158.06699,TRUE,135721658_1.log,-0.086603981,91.74554801,39.83740687,,,,,,,,
135735338,-1388.420723,-1388.443486,0.619421262,-1576.956086,0,-1577.03006,TRUE,135735338_0.log,-0.054679981,57.92626117,25.15252331,,,,,,,,
135735339,-1159.648993,-1159.696595,1.295325226,-1348.209195,0,-1348.303091,TRUE,135735339_0.log,-0.074602181,79.03121658,34.31663768,,,,,,,,
135735515,-1064.66811,-1064.670776,0.072553756,-1253.183376,1,-1253.334661,TRUE,135735515_1.log,-0.131990681,139.826798,60.71506645,,,,,,,,
135735547,-992.8326704,-992.878221,1.239495597,-1181.390821,1,-1181.493047,TRUE,135735547_1.log,-0.082932581,87.85618171,38.14858086,,,,,,,,
135745356,-992.8333081,-992.874133,1.110902684,-1181.386733,1,-1181.488586,TRUE,135745356_1.log,-0.082558881,87.46029562,37.97668069,,,,,,,,
135761781,-610.1276277,-610.2205337,2.528102328,-798.7331335,1,-798.7842929,TRUE,135761781_1.log,-0.031865481,33.75729364,14.65796511,,,,,,,,
135766944,-970.3542293,-970.3907308,0.993256917,-1158.903331,0,-1158.991391,TRUE,135766944_0.log,-0.068766481,72.84905857,31.63224428,,,,,,,,
135767410,-1125.078349,-1125.147779,1.889295665,-1313.660378,1,-1313.728071,TRUE,135767410_1.log,-0.048398681,51.27204847,22.26315609,,,,,,,,
135773211,-777.5390096,-777.6180538,2.150903344,-966.1306536,1,-966.1901043,TRUE,135773211_1.log,-0.040156781,42.54083746,18.47192248,,,,,,,,
135773212,-1314.368115,-1314.431317,1.719823066,-1502.943917,0,-1503.022838,TRUE,135773212_0.log,-0.059626881,63.16685227,27.42807306,,,,,,,,
135773213,-3256.300807,-3256.3711,1.912779104,-3444.8837,0,-3444.957799,TRUE,135773213_0.log,-0.054805481,58.05921195,25.21025269,,,,,,,,
135773215,-784.5350883,-784.6110673,2.067494961,-973.1236671,1,-973.2062155,TRUE,135773215_1.log,-0.063254481,67.00981822,29.09675129,,,,,,,,
135773216,-1144.896585,-1144.966321,1.897622354,-1333.478921,1,-1333.551744,TRUE,135773216_1.log,-0.053529081,56.70703372,24.62311495,,,,,,,,
135773217,-777.5296737,-777.6054241,2.061274435,-966.1180239,0,-966.1928646,TRUE,135773217_0.log,-0.055546781,58.84452198,25.55124706,,,,,,,,
135780346,-1145.406976,-1145.476418,1.889622202,-1333.989018,2,-1334.060665,TRUE,135780346_2.log,-0.052352581,55.46068643,24.08193071,,,,,,,,
135782702,-914.3058687,-914.3462209,1.098039855,-1102.858821,1,-1102.974856,TRUE,135782702_1.log,-0.096740881,102.4842627,44.50033119,,,,,,,,
135782713,-1064.657698,-1064.661556,0.104989745,-1253.174156,0,-1253.158411,TRUE,135782713_0.log,0.035038119,-37.11828708,-16.11736304,,,,,,,,
135782721,-1181.297372,-1181.307919,0.287006799,-1369.820519,1,-1369.944947,TRUE,135782721_1.log,-0.105134681,111.3763918,48.36143806,,,,,,,,
135783093,-1107.3593,-1107.377932,0.507010968,-1295.890532,1,-1296.015493,TRUE,135783093_1.log,-0.105667281,111.9406116,48.60643145,,,,,,,,
135784040,-758.8388596,-758.9240352,2.317747322,-947.436635,0,-947.4938039,TRUE,135784040_0.log,-0.037874981,40.12356993,17.42230566,,,,,,,,
135784041,-818.0052752,-818.0770927,1.954254719,-1006.589693,0,-1006.674815,TRUE,135784041_0.log,-0.065828981,69.73716297,30.28100867,,,,,,,,
135784042,-1472.54875,-1472.625731,2.094768947,-1661.138331,1,-1661.198589,TRUE,135784042_1.log,-0.040963981,43.39595989,18.84323052,,,,,,,,
135784043,-742.8014303,-742.8827158,2.211892255,-931.3953156,0,-931.4754668,TRUE,135784043_0.log,-0.060857281,64.47029953,27.99405103,,,,,,,,
135784044,-1048.885886,-1048.955405,1.89171748,-1237.468005,0,-1237.517249,TRUE,135784044_0.log,-0.029950281,31.72839068,13.77698249,,,,,,,,
135784045,-1084.324414,-1084.412262,2.390475231,-1272.924862,0,-1272.974939,TRUE,135784045_0.log,-0.030783481,32.61105669,14.16025041,,,,,,,,
135784046,-971.7391851,-971.8038668,1.760079611,-1160.316467,0,-1160.408528,TRUE,135784046_0.log,-0.072767281,77.08738092,33.47259267,,,,,,,,
135784047,-950.4436265,-950.5526053,2.965465718,-1139.065205,1,-1139.116698,TRUE,135784047_1.log,-0.032199081,34.11069904,14.81141947,,,,,,,,
135784048,-1853.545356,-1853.628054,2.250336521,-2042.140654,1,-2042.194181,TRUE,135784048_1.log,-0.034233081,36.26545501,15.7470495,,,,,,,,
135784049,-935.8388064,-935.916466,2.113226439,-1124.429066,1,-1124.496781,TRUE,135784049_1.log,-0.048421481,51.29620207,22.27364398,,,,,,,,
135784051,-950.4547714,-950.5347468,2.1762426,-1139.047347,1,-1139.101559,TRUE,135784051_1.log,-0.034918481,36.99154632,16.06233015,,,,,,,,
135784052,-1068.287157,-1068.370843,2.277221384,-1256.883443,0,-1256.941834,TRUE,135784052_0.log,-0.039097781,41.41896599,17.98478767,,,,,,,,
135784054,-1202.371856,-1202.455779,2.283670486,-1390.968379,0,-1391.023338,TRUE,135784054_0.log,-0.035664881,37.78225913,16.40567049,,,,,,,,
135784055,-1048.872928,-1048.949744,2.090279066,-1237.462344,1,-1237.539033,TRUE,135784055_1.log,-0.057395081,60.80255317,26.401456,,,,,,,,
135784056,-860.6552628,-860.7361581,2.201274366,-1049.248758,1,-1049.309164,TRUE,135784056_1.log,-0.041112481,43.55327614,18.91153979,,,,,,,,
135784057,-973.691161,-973.7733016,2.235160723,-1162.285901,0,-1162.338112,TRUE,135784057_0.log,-0.032916981,34.87121984,15.14164995,,,,,,,,
135784058,-782.0895139,-782.1683599,2.145510044,-970.6809597,0,-970.7416796,TRUE,135784058_0.log,-0.041425981,43.88538823,19.05574826,,,,,,,,
135784059,-1048.874327,-1048.950361,2.068999751,-1237.462961,1,-1237.52237,TRUE,135784059_1.log,-0.040115281,42.49687366,18.45283268,,,,,,,,
135784060,-1426.059386,-1426.144827,2.324977391,-1614.657426,0,-1614.711507,TRUE,135784060_0.log,-0.034786781,36.85202747,16.00174879,,,,,,,,
135784061,-950.4558774,-950.5292108,1.995504481,-1139.041811,1,-1139.101055,TRUE,135784061_1.log,-0.039950581,42.32239563,18.37707149,,,,,,,,
135784062,-950.4534217,-950.5351244,2.223244851,-1139.047724,1,-1139.095933,TRUE,135784062_1.log,-0.028914481,30.63109656,13.30051957,,,,,,,,
135784063,-782.0834372,-782.1667174,2.266170834,-970.6793172,1,-970.7456871,TRUE,135784063_1.log,-0.047075981,49.87082147,21.65472057,,,,,,,,
135784064,-821.3691975,-821.4487304,2.164201555,-1009.96133,1,-1010.031507,TRUE,135784064_1.log,-0.050883281,53.90415598,23.40605991,,,,,,,,
135784065,-1064.915289,-1064.981173,1.792804041,-1253.493773,1,-1253.565289,TRUE,135784065_1.log,-0.052222481,55.32286256,24.02208535,,,,,,,,
135784066,-896.5813505,-896.6361094,1.490066331,-1085.148709,1,-1085.215133,TRUE,135784066_1.log,-0.047129581,49.92760363,21.67937631,,,,,,,,
135784067,-1701.221609,-1701.307275,2.331099956,-1889.819874,1,-1889.893425,TRUE,135784067_1.log,-0.054256781,57.47793633,24.95785338,,,,,,,,
135784068,-798.1257284,-798.2153827,2.439619019,-986.7279825,1,-986.790226,TRUE,135784068_1.log,-0.042949581,45.49944241,19.75659679,,,,,,,,
135784069,-966.4781592,-966.5625687,2.296900668,-1155.075169,0,-1155.128036,TRUE,135784069_0.log,-0.033573281,35.56648353,15.44354474,,,,,,,,
135784070,-837.4081671,-837.4967943,2.41167019,-1026.009394,1,-1026.074149,TRUE,135784070_1.log,-0.045461081,48.16004693,20.91187448,,,,,,,,
135788738,-1313.216416,-1313.246649,0.82269042,-1501.759249,1,-1501.856138,TRUE,135788738_1.log,-0.077595381,82.20211901,35.69349501,,,,,,,,
135809751,-1034.280184,-1034.331657,1.400660556,-1222.844257,0,-1222.949551,TRUE,135809751_0.log,-0.085999981,91.10568931,39.55956983,,,,,,,,
135812754,-1008.43809,-1008.49818,1.635141189,-1197.010779,1,-1196.967403,TRUE,135812754_1.log,0.062670519,-66.39118714,-28.82813163,,,,,,,,
135818631,-910.2221884,-910.2961913,2.013722513,-1098.808791,0,-1098.880747,TRUE,135818631_0.log,-0.052661781,55.78824323,24.2241612,,,,,,,,
135838775,-879.3202532,-879.4061228,2.336632033,-1067.918723,2,-1067.983901,TRUE,135838775_2.log,-0.045883981,48.60805396,21.10640641,,,,,,,,
135839434,-893.2609438,-893.3169093,1.522899607,-1081.829509,2,-1081.904587,TRUE,135839434_2.log,-0.055783581,59.09538049,25.6601739,,,,,,,,
135846034,-913.1248247,-913.1975011,1.977626591,-1101.710101,2,-1101.725039,TRUE,135846034_2.log,0.004356219,-4.614842122,-2.003839393,,,,,,,,
135846067,-1039.111787,-1039.167947,1.528200387,-1227.680547,1,-1227.775055,TRUE,135846067_1.log,-0.075213981,79.67933835,34.59806268,,,,,,,,
135852093,-1338.902961,-1338.997435,2.570777967,-1527.510035,1,-1527.561418,TRUE,135852093_1.log,-0.032089281,33.99438036,14.76091201,,,,,,,,
135857564,-835.7065764,-835.7933863,2.362218913,-1024.305986,2,-1024.377119,TRUE,135857564_2.log,-0.051838781,54.91638278,23.84558523,,,,,,,,
135858981,-1182.509713,-1182.506103,-0.098224991,-1371.018702,0,-1371.154798,TRUE,135858981_0.log,-0.116801281,123.7356229,53.72801689,,,,,,,,
135858982,-1143.217433,-1143.24294,0.694089343,-1331.75554,0,-1331.885508,TRUE,135858982_0.log,-0.110674481,117.2450827,50.90971891,,,,,,,,
135872702,-1143.250637,-1143.248503,-0.058060964,-1331.761103,1,-1331.908511,TRUE,135872702_1.log,-0.128114081,135.7200493,58.93184945,,,,,,,,
135872703,-989.4616312,-989.4663451,0.128271818,-1177.978945,0,-1178.126353,TRUE,135872703_0.log,-0.128113881,135.7198374,58.93175745,,,,,,,,
135875890,-1221.770572,-1221.769713,-0.023366429,-1410.282313,0,-1410.419776,TRUE,135875890_0.log,-0.118169081,125.1846274,54.35719818,,,,,,,,
135878124,-1109.460573,-1109.507468,1.276086766,-1298.020068,0,-1298.147443,TRUE,135878124_0.log,-0.108081681,114.4983514,49.71704362,,,,,,,,
135878125,-1148.786912,-1148.805926,0.517405723,-1337.318525,0,-1337.404075,TRUE,135878125_0.log,-0.066255781,70.18930154,30.47733458,,,,,,,,
135878126,-1188.017598,-1188.074411,1.545969432,-1376.587011,1,-1376.685755,TRUE,135878126_1.log,-0.079449681,84.16650642,36.54646392,,,,,,,,
135878127,-1109.460487,-1109.507326,1.274562928,-1298.019926,0,-1298.146773,TRUE,135878127_0.log,-0.107553281,113.938581,49.47398221,,,,,,,,
135878128,-1148.763002,-1148.794626,0.860541477,-1337.307226,0,-1337.400655,TRUE,135878128_0.log,-0.074135381,78.53670326,34.10191197,,,,,,,,
135878129,-1188.051956,-1188.08774,0.973740901,-1376.60034,1,-1376.716835,TRUE,135878129_1.log,-0.097200781,102.9714664,44.71188294,,,,,,,,
135886452,-799.8235802,-799.8767215,1.446049171,-988.3893213,1,-988.4682931,TRUE,135886452_1.log,-0.059677881,63.22088007,27.45153281,,,,,,,,
135930305,-875.9492158,-875.9876694,1.046376291,-1064.500269,0,-1064.603828,TRUE,135930305_0.log,-0.084264981,89.26768459,38.76147833,,,,,,,,
135964270,-1143.217301,-1143.300058,2.251941993,-1331.812657,1,-1331.858835,TRUE,135964270_1.log,-0.026883481,28.4795187,12.36626952,,,,,,,,
135981330,-1107.359198,-1107.377599,0.500725135,-1295.890198,1,-1296.011247,TRUE,135981330_1.log,-0.101755181,107.7962553,46.80688462,,,,,,,,
135985754,-651.6702136,-651.6306652,-1.076167332,-840.143265,0,-840.3459174,TRUE,135985754_0.log,-0.183358481,194.2442383,84.34400273,,,,,,,,
135993298,-799.8086655,-799.8779213,1.884547276,-988.3905211,1,-988.4644313,TRUE,135993298_1.log,-0.054616281,57.85877939,25.12322162,,,,,,,,
136002171,-873.1219856,-873.2184922,2.626079695,-1061.731092,2,-1061.780214,TRUE,136002171_2.log,-0.029827781,31.59861801,13.72063309,,,,,,,,
136002172,-642.2277181,-642.3212612,2.545438711,-830.833861,2,-830.893648,TRUE,136002172_2.log,-0.040493081,42.89710316,18.62661883,,,,,,,,
136002173,-3291.770796,-3291.864147,2.540219565,-3480.376747,2,-3480.423315,TRUE,136002173_2.log,-0.027273581,28.89277844,12.54571361,,,,,,,,
136002178,-719.5742542,-719.6738468,2.710054076,-908.1864466,2,-908.2350102,TRUE,136002178_2.log,-0.029269681,31.00738433,13.46390983,,,,,,,,
136008151,-971.7702471,-971.8302283,1.632172426,-1160.342828,0,-1160.429349,TRUE,136008151_0.log,-0.067226881,71.2180545,30.92403582,,,,,,,,
136035700,-838.8542412,-838.9397542,2.326928448,-1027.452354,1,-1027.510667,TRUE,136035700_1.log,-0.039019481,41.33601742,17.94877005,,,,,,,,
136044901,-1122.872364,-1122.92777,1.507682992,-1311.44037,0,-1311.427105,TRUE,136044901_0.log,0.032558719,-34.49168829,-14.97685119,,,,,,,,
136045756,-701.3788925,-701.4470754,1.855352165,-889.9596752,1,-890.0323152,TRUE,136045756_1.log,-0.053346081,56.51316925,24.53893584,,,,,,,,
136053481,-915.252904,-915.27912,0.713374062,-1103.79172,0,-1103.903832,TRUE,136053481_0.log,-0.092817881,98.32835927,42.69577041,,,,,,,,
136053541,-763.6512619,-763.7437863,2.517718458,-952.2563861,0,-952.3179211,TRUE,136053541_0.log,-0.042241081,44.74887967,19.43069026,,,,,,,,
136065843,-726.9925183,-727.0474886,1.495818821,-915.5600884,1,-915.6514603,TRUE,136065843_1.log,-0.072077981,76.35715807,33.15551805,,,,,,,,
136067030,-838.8606268,-838.9268658,1.802455925,-1027.439466,0,-1027.507909,TRUE,136067030_0.log,-0.049148981,52.06689281,22.60829041,,,,,,,,
136067636,-1086.786605,-1086.865821,2.155586426,-1275.378421,1,-1275.433819,TRUE,136067636_1.log,-0.036104781,38.24827543,16.60802233,,,,,,,,
136074607,-1140.648307,-1140.666507,0.495255643,-1329.179107,0,-1329.301502,TRUE,136074607_0.log,-0.103101281,109.2222715,47.42608402,,,,,,,,
136078904,-721.2132013,-721.3015505,2.404105421,-909.8141503,2,-909.8718266,TRUE,136078904_2.log,-0.038382381,40.66109361,17.65570717,,,,,,,,
136078905,-1026.340498,-1026.387637,1.282726348,-1214.900237,1,-1214.999488,TRUE,136078905_1.log,-0.079957181,84.70413604,36.77991144,,,,,,,,
136078918,-1065.618509,-1065.687849,1.886846639,-1254.200449,2,-1254.232821,TRUE,136078918_2.log,-0.013078281,13.85472173,6.015945171,,,,,,,,
136078919,-1065.602034,-1065.689761,2.387182651,-1254.202361,2,-1254.2339,TRUE,136078919_2.log,-0.012244881,12.97184384,5.632585255,,,,,,,,
136078920,-1104.903009,-1104.962696,1.624174995,-1293.475296,3,-1293.488611,TRUE,136078920_3.log,0.005979219,-6.334197545,-2.750411439,,,,,,,,
136082729,-1142.11873,-1142.181832,1.717101926,-1330.694432,1,-1330.743256,TRUE,136082729_1.log,-0.029529881,31.28303207,13.58360055,,,,,,,,
136085153,-1086.763252,-1086.860164,2.63711936,-1275.372764,1,-1275.410331,TRUE,136085153_1.log,-0.018272381,19.35718877,8.405205718,,,,,,,,
136094762,-798.5979764,-798.6637818,1.790657062,-987.1763816,2,-987.282474,TRUE,136094762_2.log,-0.086798481,91.95159523,39.92687591,,,,,,,,
136100126,-835.9352948,-836.0188402,2.273387298,-1024.53144,0,-1024.531677,TRUE,136100126_0.log,0.019056619,-20.18798597,-8.765951355,,,,,,,,
136116882,-953.5441257,-953.5866906,1.15825052,-1142.09929,1,-1142.215499,TRUE,136116882_1.log,-0.096914481,102.6681691,44.58018634,,,,,,,,
136116893,-874.9996642,-875.0543243,1.487377845,-1063.566924,0,-1063.68974,TRUE,136116893_0.log,-0.103521481,109.6674182,47.61937396,,,,,,,,
136116894,-914.2658963,-914.3141457,1.312933723,-1102.826746,0,-1102.918782,TRUE,136116894_0.log,-0.072742181,77.06079077,33.46104679,,,,,,,,
136117849,-1070.208515,-1070.256098,1.29480821,-1258.768697,0,-1258.874149,TRUE,136117849_0.log,-0.086157381,91.27243394,39.63197305,,,,,,,,
136132246,-894.2113118,-894.2920153,2.19605522,-1082.804615,1,-1082.851927,TRUE,136132246_1.log,-0.028017781,29.68116064,12.88804196,,,,,,,,
136156433,-1181.60253,-1181.636752,0.931236694,-1370.149351,0,-1370.234107,TRUE,136156433_0.log,-0.065461181,69.34752716,30.11182247,,,,,,,,
136157423,-1085.706313,-1085.768378,1.688883704,-1274.280977,1,-1274.364106,TRUE,136157423_1.log,-0.063834881,67.62467582,29.36373244,,,,,,,,
136158587,-1200.072448,-1200.08797,0.422383514,-1388.60057,0,-1388.687805,TRUE,136158587_0.log,-0.067940681,71.97423188,31.25238032,,,,,,,,
136158599,-1218.292866,-1218.327317,0.937468105,-1406.839917,0,-1406.92829,TRUE,136158599_0.log,-0.069078781,73.17989942,31.77590075,,,,,,,,
136158601,-1523.047961,-1523.075582,0.751614243,-1711.588182,1,-1711.577346,TRUE,136158601_1.log,0.030130119,-31.91890543,-13.85970709,,,,,,,,
136158946,-1126.257069,-1126.306372,1.341611818,-1314.818972,0,-1314.919871,TRUE,136158946_0.log,-0.081605381,86.45018756,37.53807536,,,,,,,,
136158993,-972.5138481,-972.5641515,1.368825939,-1161.076751,1,-1161.146453,TRUE,136158993_1.log,-0.050407881,53.40053209,23.18737824,,,,,,,,
136163025,-1150.955626,-1151.095348,3.802039394,-1339.607948,1,-1339.619965,TRUE,136163025_1.log,0.007277219,-7.709258136,-3.347485079,,,,,,,,
136165241,-1407.765757,-1407.813012,1.28588287,-1596.325612,1,-1596.39022,TRUE,136165241_1.log,-0.045313681,48.00389598,20.8440712,,,,,,,,
136170966,-1183.472451,-1183.494696,0.605325756,-1372.007296,0,-1372.124635,TRUE,136170966_0.log,-0.098045381,103.8662092,45.1003948,,,,,,,,
136180745,-1069.014427,-1069.079769,1.778055462,-1257.592369,2,-1257.660542,TRUE,136180745_2.log,-0.048879181,51.78107514,22.48418373,,,,,,,,
136183249,-894.9888585,-895.0960788,2.917614471,-1083.608679,1,-1083.655774,TRUE,136183249_1.log,-0.027801281,29.45180731,12.78845302,,,,,,,,
136184177,-894.1954821,-894.2515109,1.524622088,-1082.764111,0,-1082.836771,TRUE,136184177_0.log,-0.053366481,56.53478037,24.54831974,,,,,,,,
136184178,-894.1766087,-894.2483976,1.953476473,-1082.760997,1,-1082.83691,TRUE,136184178_1.log,-0.056618681,59.9800593,26.04431581,,,,,,,,
136190380,-914.2731582,-914.3176219,1.209919526,-1102.830222,1,-1102.925533,TRUE,136190380_1.log,-0.076016881,80.5299055,34.96739275,,,,,,,,
136191434,-992.8987847,-992.8989293,0.003934768,-1181.411529,0,-1181.54582,TRUE,136191434_0.log,-0.114996681,121.8238861,52.89790973,,,,,,,,
136191438,-1028.807938,-1028.818156,0.278054249,-1217.330756,0,-1217.465031,TRUE,136191438_0.log,-0.114980981,121.807254,52.89068781,,,,,,,,
136206285,-1008.387533,-1008.461309,2.00755641,-1196.973909,1,-1197.031374,TRUE,136206285_1.log,-0.038170881,40.43703713,17.55841821,,,,,,,,
136206287,-1543.162348,-1543.226014,1.732449156,-1731.738614,1,-1731.803914,TRUE,136206287_1.log,-0.046005581,48.7368732,21.16234181,,,,,,,,
136206340,-1008.384021,-1008.462078,2.124048413,-1196.974678,1,-1197.039627,TRUE,136206340_1.log,-0.045654981,48.36545853,21.00106753,,,,,,,,
136217259,-1083.642208,-1083.695972,1.463001873,-1272.208572,0,-1272.26112,TRUE,136217259_0.log,-0.033254281,35.22854491,15.2968063,,,,,,,,
136227801,-1270.068153,-1270.163351,2.590479021,-1458.67595,1,-1458.719604,TRUE,136227801_1.log,-0.024359281,25.8054602,11.20514989,,,,,,,,
136229456,-914.2564939,-914.290715,0.931204041,-1102.803315,0,-1102.895558,TRUE,136229456_0.log,-0.072949681,77.28060977,33.55649578,,,,,,,,
136235035,-838.8661165,-838.9293229,1.719934633,-1027.441923,0,-1027.507759,TRUE,136235035_0.log,-0.046541981,49.30511858,21.40908319,,,,,,,,
