CID,HOMO,HOMO-1,delta_orbs
10445298,-0.10215,-0.19732,0.0951699999999999
10445779,-0.10051,-0.19009,0.08958
10445924,-0.08902,-0.18266,0.0936399999999999
10446019,-0.09791,-0.19226,0.0943499999999999
10446077,-0.11274,-0.20771,0.09497
10446203,-0.0753,-0.17693,0.10163
10446248,-0.09424,-0.19372,0.09948
10446437,-0.10285,-0.20489,0.1020399999999999
10446585,-0.09031,-0.18894,0.09863
10446698,-0.08988,-0.18488,0.0949999999999999
10446802,-0.09937,-0.18933,0.08996
10447148,-0.0937,-0.1792,0.0854999999999999
10447505,-0.10627,-0.18271,0.07644
10447626,-0.10255,-0.19119,0.08864
10447644,-0.08364,-0.17461,0.0909699999999999
10448069,-0.09782,-0.19834,0.1005199999999999
10448091,-0.09707,-0.18397,0.0868999999999999
10448217,-0.09439,-0.17717,0.0827799999999999
10448558,-0.12627,-0.21421,0.08794
10448669,-0.10421,-0.19419,0.08998
10448757,-0.08007,-0.19568,0.1156099999999999
10448775,-0.12481,-0.21361,0.0887999999999999
10448912,-0.12078,-0.19347,0.07269
10448967,-0.09304,-0.19277,0.09973
10449074,-0.09191,-0.19283,0.10092
10449356,-0.09361,-0.19851,0.1049
10449358,-0.09629,-0.20264,0.1063499999999999
10449361,-0.08996,-0.18723,0.09727
10450110,-0.07984,-0.18759,0.10775
10450173,-0.10694,-0.21046,0.10352
10450195,-0.08984,-0.16523,0.0753899999999999
104647,-0.08851,-0.19687,0.1083599999999999
10465079,-0.08784,-0.1921,0.1042599999999999
10465572,-0.09111,-0.18424,0.0931299999999999
10465957,-0.09822,-0.18349,0.0852699999999999
10466152,-0.09562,-0.20118,0.10556
10466858,-0.10942,-0.21401,0.10459
10467029,-0.10101,-0.19973,0.0987199999999999
10467186,-0.08558,-0.18808,0.1025
10467268,-0.10373,-0.1727,0.0689699999999999
10467334,-0.09841,-0.17839,0.07998
10467485,-0.09054,-0.18923,0.09869
10467529,-0.09567,-0.19787,0.1021999999999999
10467637,-0.09398,-0.19668,0.1027
10467695,-0.10798,-0.18387,0.07589
10468093,-0.10409,-0.19236,0.08827
10468163,-0.09712,-0.19712,0.0999999999999999
10468352,-0.08279,-0.17576,0.09297
10468767,-0.07415,-0.17893,0.10478
10469084,-0.08905,-0.19482,0.1057699999999999
10469288,-0.10727,-0.19096,0.0836899999999999
10469345,-0.09895,-0.18901,0.09006
10469346,-0.09394,-0.17436,0.0804199999999999
10469396,-0.08506,-0.18016,0.0950999999999999
10469818,-0.10269,-0.2048,0.10211
10469958,-0.10815,-0.19506,0.08691
10470058,-0.09818,-0.19588,0.0977
10470127,-0.09508,-0.19686,0.10178
10470278,-0.11804,-0.19817,0.08013
10470344,-0.09768,-0.20396,0.10628
10470393,-0.09177,-0.19106,0.09929
10470747,-0.09213,-0.17571,0.08358
10470864,-0.096,-0.1878,0.0917999999999999
10470865,-0.09599,-0.18779,0.0918
10471124,-0.09734,-0.17687,0.07953
10471129,-0.11056,-0.21546,0.1049
10471228,-0.10444,-0.19683,0.09239
10471694,-0.08659,-0.18047,0.0938799999999999
10471805,-0.10137,-0.18594,0.0845699999999999
10472401,-0.11608,-0.1954,0.0793199999999999
10472825,-0.0924,-0.16849,0.07609
10487346,-0.09569,-0.19387,0.0981799999999999
10488403,-0.07008,-0.17984,0.10976
10489520,-0.09215,-0.1863,0.09415
10489521,-0.09189,-0.18603,0.09414
10489540,-0.08085,-0.18131,0.10046
10489685,-0.08262,-0.18557,0.10295
10489849,-0.08569,-0.1794,0.09371
10489865,-0.1008,-0.1943,0.0935
10489953,-0.12095,-0.21772,0.09677
10490094,-0.08975,-0.19518,0.10543
10490113,-0.08906,-0.18814,0.09908
10490539,-0.099,-0.19156,0.09256
10490700,-0.07628,-0.20298,0.1266999999999999
10490881,-0.0623,-0.18211,0.11981
10490899,-0.10892,-0.19251,0.0835899999999999
10491004,-0.09086,-0.19821,0.10735
10491171,-0.10636,-0.1801,0.07374
10491256,-0.09896,-0.20339,0.1044299999999999
10491359,-0.09923,-0.19445,0.09522
10491560,-0.10242,-0.17954,0.07712
10491588,-0.08143,-0.17293,0.0915
10491637,-0.07444,-0.17635,0.10191
10491676,-0.10163,-0.19681,0.09518
10491914,-0.1072,-0.19811,0.09091
10492141,-0.09629,-0.17683,0.0805399999999999
10492254,-0.08967,-0.18716,0.09749
10492380,-0.12266,-0.19178,0.06912
10492536,-0.09426,-0.19812,0.10386
10492692,-0.08304,-0.17812,0.09508
10492911,-0.09877,-0.19146,0.09269
10493058,-0.09759,-0.19143,0.0938399999999999
10493124,-0.09734,-0.19806,0.10072
10493125,-0.09647,-0.19368,0.0972099999999999
10493126,-0.09703,-0.19052,0.0934899999999999
10493278,-0.10786,-0.18504,0.07718
10493349,-0.10218,-0.20135,0.09917
10493412,-0.11835,-0.18988,0.07153
10493575,-0.09901,-0.18265,0.08364
10493776,-0.09838,-0.20009,0.10171
10493835,-0.10566,-0.1866,0.0809399999999999
10493936,-0.1048,-0.18926,0.08446
10494056,-0.11513,-0.19348,0.07835
10494214,-0.08026,-0.18318,0.10292
10494314,-0.08384,-0.1766,0.09276
10494431,-0.09398,-0.17445,0.08047
10494562,-0.0949,-0.19208,0.09718
10494564,-0.10467,-0.21008,0.1054099999999999
10494653,-0.07553,-0.17905,0.1035199999999999
10494703,-0.09267,-0.18588,0.0932099999999999
10494852,-0.08571,-0.2058,0.12009
10494854,-0.10646,-0.2077,0.10124
10495089,-0.09095,-0.18335,0.0924
10495307,-0.09027,-0.18928,0.09901
10495381,-0.09782,-0.19157,0.0937499999999999
10495382,-0.09893,-0.19501,0.0960799999999999
10495452,-0.08937,-0.18584,0.09647
10495530,-0.08161,-0.18436,0.10275
10495677,-0.10146,-0.17717,0.07571
10495914,-0.08717,-0.18327,0.0960999999999999
10496055,-0.08361,-0.17535,0.09174
10496346,-0.08697,-0.18494,0.0979699999999999
10496347,-0.09061,-0.19001,0.0994
10496577,-0.09652,-0.20248,0.10596
10496652,-0.10107,-0.17958,0.07851
10496749,-0.08724,-0.19012,0.10288
10496781,-0.11564,-0.2046,0.08896
10496802,-0.09025,-0.18859,0.09834
10496837,-0.08647,-0.17961,0.0931399999999999
10496856,-0.1036,-0.18163,0.07803
10496863,-0.09708,-0.19375,0.09667
10496947,-0.08541,-0.19671,0.1113
10497033,-0.10998,-0.19516,0.08518
10497690,-0.09685,-0.19491,0.09806
10497823,-0.09055,-0.1948,0.10425
10497902,-0.10294,-0.20848,0.10554
10511171,-0.08183,-0.18849,0.1066599999999999
10511421,-0.08954,-0.18352,0.09398
10511453,-0.0871,-0.17484,0.08774
10511481,-0.08941,-0.18106,0.09165
105118,-0.09633,-0.18064,0.08431
10511885,-0.04344,-0.22649,0.18305
105119,-0.0937,-0.17902,0.08532
10513098,-0.08851,-0.18082,0.09231
10513846,-0.10517,-0.18626,0.08109
10514306,-0.09665,-0.17586,0.0792099999999999
10514352,-0.10143,-0.20202,0.10059
10514416,-0.09058,-0.18978,0.0992
10514743,-0.07283,-0.17147,0.09864
10514946,-0.09011,-0.19802,0.10791
10514947,-0.06665,-0.19729,0.1306399999999999
10515079,-0.09187,-0.19979,0.10792
10515158,-0.1037,-0.20052,0.09682
10515159,-0.09522,-0.19126,0.09604
10515600,-0.11531,-0.1962,0.08089
10515737,-0.10215,-0.20385,0.1017
10516093,-0.10015,-0.19178,0.09163
10516173,-0.08967,-0.18715,0.09748
10516857,-0.09084,-0.19804,0.1071999999999999
10516858,-0.08969,-0.18714,0.09745
10516862,-0.09005,-0.18886,0.09881
10517314,-0.06188,-0.19353,0.13165
10517613,-0.08281,-0.17498,0.09217
10517813,-0.10415,-0.18908,0.0849299999999999
10517868,-0.09014,-0.19376,0.1036199999999999
10518158,-0.09001,-0.19384,0.10383
10518310,-0.09585,-0.18677,0.0909199999999999
10518311,-0.09579,-0.18904,0.09325
10518601,-0.08635,-0.17096,0.08461
10518718,-0.07729,-0.18108,0.10379
10518737,-0.0858,-0.19716,0.11136
10518944,-0.08415,-0.19473,0.1105799999999999
10519050,-0.10289,-0.18639,0.0835
10519230,-0.1102,-0.20893,0.09873
10519318,-0.08483,-0.17768,0.09285
10519461,-0.1033,-0.18049,0.07719
10519464,-0.09113,-0.18105,0.0899199999999999
10519525,-0.1031,-0.1781,0.075
10519577,-0.09831,-0.18736,0.08905
10519589,-0.09384,-0.19249,0.0986499999999999
10519627,-0.08946,-0.18319,0.09373
10519937,-0.09519,-0.20138,0.10619
10520151,-0.08266,-0.1902,0.10754
10520388,-0.08575,-0.18003,0.0942799999999999
10520392,-0.0779,-0.18112,0.10322
10520395,-0.08965,-0.18831,0.09866
10520970,-0.09322,-0.18573,0.09251
10520976,-0.11556,-0.20239,0.0868299999999999
10520982,-0.09096,-0.18594,0.09498
10521212,-0.11479,-0.20763,0.09284
10521231,-0.09313,-0.19083,0.0977
10521477,-0.10637,-0.20083,0.09446
10521494,-0.08489,-0.17626,0.09137
10521647,-0.13079,-0.21729,0.0865
10532917,-0.13023,-0.21176,0.0815299999999999
10534996,-0.09185,-0.18361,0.09176
10535369,-0.08833,-0.18128,0.0929499999999999
10535803,-0.08801,-0.1713,0.08329
10536565,-0.09407,-0.19348,0.09941
10536576,-0.10737,-0.18766,0.08029
10536587,-0.08111,-0.18032,0.09921
10536737,-0.09567,-0.19531,0.09964
10536845,-0.07279,-0.17332,0.10053
10536949,-0.07765,-0.18562,0.10797
10537103,-0.09026,-0.19102,0.1007599999999999
10537104,-0.09623,-0.18883,0.0926
10537521,-0.088,-0.19168,0.10368
10537826,-0.10375,-0.18932,0.08557
10537883,-0.09039,-0.19765,0.10726
10538104,-0.06326,-0.19531,0.13205
10538366,-0.09045,-0.18403,0.09358
10538738,-0.11532,-0.21262,0.0973
10538978,-0.09763,-0.18329,0.08566
10538979,-0.09267,-0.19854,0.1058699999999999
10538991,-0.08895,-0.18224,0.09329
10539042,-0.09359,-0.1937,0.10011
10539255,-0.09231,-0.19038,0.0980699999999999
10539362,-0.10396,-0.19895,0.0949899999999999
10539660,-0.09391,-0.18721,0.0933
10539661,-0.1054,-0.20388,0.09848
10539812,-0.09042,-0.19803,0.10761
10539966,-0.11753,-0.23558,0.11805
10540596,-0.07861,-0.18906,0.11045
10540661,-0.08062,-0.20156,0.1209399999999999
10540687,-0.09225,-0.20076,0.10851
10540765,-0.09463,-0.20298,0.1083499999999999
10541292,-0.09144,-0.18813,0.09669
10541575,-0.0912,-0.18904,0.09784
10541659,-0.08563,-0.19194,0.10631
10542292,-0.10557,-0.19005,0.08448
10542674,-0.09338,-0.19502,0.10164
10543250,-0.10708,-0.19304,0.08596
10543275,-0.06425,-0.19665,0.1324
10543498,-0.09365,-0.18316,0.0895099999999999
10543608,-0.11442,-0.18175,0.06733
10543807,-0.09675,-0.2055,0.1087499999999999
10543808,-0.09254,-0.18805,0.09551
10544084,-0.10434,-0.18727,0.0829299999999999
10544113,-0.0843,-0.17711,0.0928099999999999
10544114,-0.09566,-0.17954,0.08388
10544254,-0.08947,-0.18645,0.09698
10544276,-0.08841,-0.18778,0.09937
10544680,-0.08573,-0.19692,0.11119
10544686,-0.10853,-0.18735,0.0788199999999999
10544966,-0.14696,-0.18424,0.0372799999999999
10545091,-0.09698,-0.19011,0.09313
10545427,-0.10268,-0.20145,0.09877
10545705,-0.1039,-0.19766,0.09376
10560021,-0.09496,-0.18161,0.0866499999999999
10560162,-0.07973,-0.18401,0.10428
10560189,-0.05941,-0.18098,0.12157
10560745,-0.10021,-0.19093,0.09072
10561089,-0.11231,-0.19209,0.07978
10561766,-0.06021,-0.18134,0.12113
10561779,-0.0837,-0.17809,0.09439
10561908,-0.09192,-0.18503,0.09311
10562305,-0.09935,-0.19195,0.0926
10562328,-0.06461,-0.17136,0.10675
10562345,-0.10781,-0.18892,0.08111
10562553,-0.08636,-0.191,0.10464
10562750,-0.08706,-0.19226,0.1051999999999999
10563004,-0.09045,-0.20167,0.1112199999999999
10563143,-0.09449,-0.18754,0.09305
10563213,-0.10024,-0.17598,0.07574
10563339,-0.10402,-0.20196,0.09794
10563345,-0.09934,-0.18663,0.0872899999999999
10563684,-0.08681,-0.1958,0.10899
10563824,-0.09068,-0.19667,0.10599
10563882,-0.0953,-0.18974,0.09444
10563972,-0.104,-0.17682,0.07282
10564298,-0.09113,-0.18468,0.09355
10564379,-0.08979,-0.18414,0.09435
10564380,-0.10846,-0.19374,0.08528
10565316,-0.09135,-0.19423,0.10288
10565565,-0.08663,-0.18681,0.10018
10565686,-0.07198,-0.17208,0.1001
10565733,-0.08591,-0.1934,0.1074899999999999
10565857,-0.09268,-0.19148,0.0988
10565871,-0.08071,-0.19177,0.1110599999999999
10565961,-0.09423,-0.19569,0.10146
10566243,-0.09585,-0.19379,0.0979399999999999
10566345,-0.09305,-0.18342,0.09037
10566406,-0.11648,-0.20509,0.08861
10566407,-0.09345,-0.19573,0.1022799999999999
10566428,-0.08719,-0.18851,0.10132
10566495,-0.08801,-0.17936,0.0913499999999999
10566908,-0.0937,-0.19092,0.09722
10566912,-0.09395,-0.20097,0.10702
10567199,-0.09707,-0.1921,0.0950299999999999
10567210,-0.09482,-0.19428,0.09946
10567475,-0.09593,-0.19484,0.09891
10567977,-0.09173,-0.19117,0.09944
10568047,-0.09374,-0.18827,0.0945299999999999
10568081,-0.08506,-0.18026,0.0952
10568085,-0.08707,-0.1941,0.10703
10568267,-0.09123,-0.19045,0.09922
10568428,-0.08964,-0.17261,0.08297
10568431,-0.08797,-0.1868,0.0988299999999999
10568855,-0.09635,-0.19402,0.0976699999999999
10568856,-0.09491,-0.19592,0.10101
10568857,-0.09511,-0.18862,0.09351
10568915,-0.10252,-0.19942,0.0968999999999999
10569139,-0.09122,-0.19051,0.09929
10569176,-0.0849,-0.18182,0.09692
10569195,-0.09335,-0.18969,0.09634
10569333,-0.08843,-0.1878,0.09937
10569455,-0.10124,-0.18676,0.08552
10569529,-0.08993,-0.18932,0.0993899999999999
10569599,-0.08902,-0.17958,0.0905599999999999
10569653,-0.09705,-0.19506,0.09801
10582526,-0.09082,-0.19284,0.10202
10582552,-0.10507,-0.18931,0.08424
10582916,-0.10977,-0.18345,0.07368
10583219,-0.08427,-0.18475,0.10048
10583819,-0.10105,-0.19284,0.09179
10583830,-0.08324,-0.1764,0.09316
10584244,-0.08755,-0.18818,0.1006299999999999
10584631,-0.11248,-0.2105,0.09802
10585276,-0.10605,-0.20599,0.09994
10585645,-0.0973,-0.17626,0.07896
10585692,-0.09485,-0.20486,0.1100099999999999
10586128,-0.09787,-0.17787,0.08
10586425,-0.09759,-0.19025,0.09266
10586497,-0.08695,-0.184,0.09705
10586703,-0.10331,-0.19192,0.08861
10587159,-0.0962,-0.2006,0.1044
10587290,-0.08985,-0.18848,0.09863
10587354,-0.10061,-0.17681,0.0761999999999999
10587356,-0.08379,-0.17261,0.08882
10587595,-0.10674,-0.20159,0.0948499999999999
10587750,-0.11293,-0.19154,0.0786099999999999
10587830,-0.08436,-0.17688,0.09252
10588360,-0.09114,-0.19288,0.10174
10588427,-0.09375,-0.18416,0.0904099999999999
10588545,-0.10118,-0.20093,0.0997499999999999
10588582,-0.08375,-0.17857,0.09482
10588657,-0.09577,-0.17386,0.0780899999999999
10588802,-0.09179,-0.19489,0.1031
10589410,-0.09148,-0.18116,0.0896799999999999
10589493,-0.08035,-0.1728,0.09245
10589552,-0.09224,-0.19845,0.1062099999999999
10589788,-0.1017,-0.19303,0.09133
10590317,-0.10745,-0.19351,0.0860599999999999
10590530,-0.10445,-0.19573,0.0912799999999999
10590619,-0.0789,-0.17186,0.09296
10590833,-0.0874,-0.18237,0.09497
10591026,-0.14662,-0.18352,0.0368999999999999
10591064,-0.1017,-0.18439,0.08269
10591066,-0.08907,-0.18374,0.0946699999999999
10591151,-0.09412,-0.19952,0.1054
10591166,-0.0955,-0.20283,0.10733
10591219,-0.08427,-0.17576,0.09149
10591355,-0.10081,-0.20532,0.10451
10591416,-0.09855,-0.20512,0.10657
10591492,-0.08883,-0.18544,0.0966099999999999
10592358,-0.08572,-0.18254,0.09682
10592371,-0.10364,-0.18799,0.08435
10592590,-0.09646,-0.19466,0.0982
10592609,-0.09185,-0.1901,0.0982499999999999
10592650,-0.12284,-0.21646,0.09362
10592659,-0.08934,-0.17476,0.08542
10592951,-0.09126,-0.18427,0.09301
10593233,-0.08992,-0.19381,0.10389
10593256,-0.08578,-0.17467,0.08889
10593277,-0.08576,-0.18403,0.09827
10593381,-0.09085,-0.19423,0.10338
10593731,-0.10235,-0.20436,0.10201
10607074,-0.09087,-0.1829,0.09203
10607386,-0.07992,-0.18557,0.10565
10607753,-0.10738,-0.19845,0.0910699999999999
10608084,-0.08454,-0.18233,0.0977899999999999
10608220,-0.06483,-0.17156,0.1067299999999999
10608295,-0.09909,-0.19254,0.0934499999999999
10608888,-0.08314,-0.16953,0.0863899999999999
10609162,-0.09496,-0.19856,0.1035999999999999
10609171,-0.09384,-0.18564,0.0917999999999999
10609374,-0.09651,-0.20117,0.1046599999999999
10609591,-0.09013,-0.1893,0.09917
10609909,-0.09444,-0.17971,0.08527
10609976,-0.09231,-0.18457,0.09226
10609978,-0.09726,-0.18965,0.09239
10610171,-0.09608,-0.18303,0.08695
10610178,-0.09654,-0.20102,0.10448
10610487,-0.09874,-0.20032,0.10158
10610618,-0.07275,-0.17432,0.10157
10610800,-0.09038,-0.19386,0.10348
10610932,-0.10921,-0.20821,0.099
10611017,-0.07845,-0.16679,0.0883399999999999
10611305,-0.06439,-0.17084,0.1064499999999999
10611422,-0.07535,-0.17858,0.1032299999999999
10611710,-0.10009,-0.20506,0.10497
10611716,-0.09409,-0.20322,0.10913
10611786,-0.08418,-0.18761,0.10343
10611870,-0.08597,-0.19634,0.1103699999999999
10611938,-0.08989,-0.19802,0.10813
10611941,-0.10849,-0.20716,0.09867
10612022,-0.09324,-0.19917,0.10593
10612407,-0.10694,-0.1873,0.08036
10612429,-0.09311,-0.1778,0.08469
10612483,-0.10998,-0.19057,0.08059
10612701,-0.06683,-0.17539,0.1085599999999999
10613316,-0.09136,-0.1887,0.09734
10613331,-0.10534,-0.1838,0.0784599999999999
10613597,-0.10773,-0.17629,0.06856
10613716,-0.08989,-0.19353,0.10364
10613797,-0.09248,-0.17011,0.07763
10614002,-0.10676,-0.17992,0.07316
10614201,-0.10863,-0.20666,0.09803
10614218,-0.09794,-0.19342,0.09548
10614467,-0.09329,-0.17662,0.08333
10614592,-0.09444,-0.20376,0.10932
10614595,-0.10521,-0.20425,0.0990399999999999
10614731,-0.09979,-0.20245,0.1026599999999999
10614792,-0.11344,-0.19174,0.0783
10614828,-0.09196,-0.18289,0.09093
10614875,-0.09168,-0.19123,0.09955
10614876,-0.09197,-0.19835,0.10638
10615017,-0.08461,-0.17618,0.09157
10615088,-0.09306,-0.19005,0.0969899999999999
10615154,-0.09209,-0.19919,0.1071
10615211,-0.09529,-0.17429,0.079
10615393,-0.09648,-0.20001,0.10353
10615481,-0.09366,-0.18723,0.09357
10615565,-0.09179,-0.19598,0.1041899999999999
10615659,-0.10946,-0.1971,0.08764
10615727,-0.08498,-0.17889,0.09391
10615799,-0.10618,-0.18716,0.08098
10616093,-0.09259,-0.18914,0.09655
10616319,-0.07645,-0.17945,0.103
10616395,-0.08741,-0.1893,0.10189
10616559,-0.11576,-0.20472,0.08896
10616897,-0.11092,-0.20176,0.0908399999999999
10617099,-0.10528,-0.19103,0.08575
10617235,-0.10129,-0.17971,0.07842
10617256,-0.09247,-0.19148,0.09901
10617336,-0.08646,-0.18891,0.10245
10617400,-0.09426,-0.1937,0.09944
10617473,-0.10119,-0.18665,0.08546
10617484,-0.10418,-0.19535,0.09117
10631157,-0.10536,-0.19337,0.0880099999999999
10631450,-0.08888,-0.19615,0.1072699999999999
10632667,-0.10503,-0.19333,0.0883
10633212,-0.08651,-0.17977,0.09326
10634229,-0.073,-0.1741,0.1011
10634382,-0.10073,-0.20215,0.10142
10634551,-0.09041,-0.19405,0.10364
10634801,-0.0899,-0.19642,0.10652
10634814,-0.08415,-0.17564,0.0914899999999999
10634889,-0.07511,-0.16936,0.09425
10634934,-0.09979,-0.19563,0.09584
10635055,-0.10061,-0.18939,0.08878
10635218,-0.08259,-0.17489,0.0923
10635265,-0.07531,-0.17844,0.1031299999999999
10635457,-0.09869,-0.2024,0.10371
10635512,-0.09416,-0.18929,0.09513
10635650,-0.10384,-0.2004,0.0965599999999999
10636032,-0.10042,-0.18118,0.08076
10636237,-0.09502,-0.20323,0.10821
10636352,-0.09827,-0.19078,0.09251
10636512,-0.09743,-0.18977,0.0923399999999999
10636584,-0.09648,-0.17846,0.08198
10636585,-0.09495,-0.19134,0.09639
10636689,-0.09272,-0.19639,0.10367
10636766,-0.0927,-0.19387,0.1011699999999999
10636798,-0.08886,-0.18685,0.09799
10637090,-0.09222,-0.18593,0.09371
10637305,-0.08983,-0.19223,0.1024
10637397,-0.08291,-0.17776,0.09485
10637475,-0.10441,-0.18445,0.08004
10637662,-0.10817,-0.19787,0.0896999999999999
10637803,-0.09379,-0.19213,0.09834
10637862,-0.10161,-0.1969,0.0952899999999999
10638196,-0.09455,-0.19137,0.09682
10638198,-0.07704,-0.18045,0.10341
10638210,-0.09722,-0.19277,0.09555
10638224,-0.10586,-0.19457,0.08871
10638431,-0.10836,-0.19214,0.08378
10638595,-0.11269,-0.19573,0.0830399999999999
10638619,-0.08323,-0.19384,0.11061
10638689,-0.09293,-0.19957,0.10664
10638718,-0.08823,-0.18215,0.09392
10638830,-0.08856,-0.18855,0.09999
10638957,-0.106,-0.1847,0.0787
10638977,-0.09524,-0.1808,0.0855599999999999
10639,-0.08893,-0.19543,0.1065
10639031,-0.10018,-0.19386,0.09368
10639170,-0.09576,-0.19485,0.09909
10639240,-0.11182,-0.19661,0.08479
10639484,-0.09018,-0.19489,0.10471
10639712,-0.09196,-0.19293,0.1009699999999999
10639805,-0.09036,-0.19496,0.1046
10639815,-0.09428,-0.19519,0.10091
10639889,-0.09396,-0.20265,0.10869
10640065,-0.09767,-0.19441,0.0967399999999999
10640310,-0.11006,-0.19665,0.0865899999999999
10640736,-0.09738,-0.1938,0.09642
10640826,-0.08477,-0.17892,0.09415
10640877,-0.10806,-0.20696,0.0989
10641234,-0.09202,-0.19997,0.10795
10641257,-0.10128,-0.19576,0.09448
10641351,-0.08671,-0.18146,0.09475
10644774,-0.10217,-0.14876,0.04659
10655754,-0.09562,-0.19524,0.09962
10656031,-0.09342,-0.19008,0.09666
10656752,-0.08991,-0.18347,0.0935599999999999
10657798,-0.09545,-0.17928,0.08383
10657896,-0.11269,-0.21087,0.09818
10657912,-0.07442,-0.18168,0.10726
10658066,-0.09712,-0.18212,0.085
10658164,-0.09118,-0.17894,0.0877599999999999
10658838,-0.09427,-0.19978,0.10551
10659335,-0.10457,-0.19002,0.08545
10659443,-0.09929,-0.1945,0.09521
10660220,-0.09547,-0.1974,0.1019299999999999
10660304,-0.0925,-0.18724,0.0947399999999999
10660444,-0.0921,-0.19544,0.10334
10660981,-0.09191,-0.18463,0.0927199999999999
10660989,-0.099,-0.19118,0.0921799999999999
10661081,-0.09309,-0.17995,0.0868599999999999
10661305,-0.08956,-0.18671,0.0971499999999999
10661401,-0.09503,-0.19158,0.09655
10661448,-0.08704,-0.18288,0.0958399999999999
10661597,-0.10567,-0.19898,0.0933099999999999
10661613,-0.09147,-0.19909,0.10762
10661989,-0.10247,-0.20151,0.0990399999999999
10661990,-0.10122,-0.18674,0.0855199999999999
10662017,-0.09669,-0.19661,0.09992
10662189,-0.09301,-0.17982,0.08681
10662272,-0.09061,-0.18468,0.09407
10662408,-0.08409,-0.18271,0.09862
10662410,-0.09801,-0.20556,0.1075499999999999
10662444,-0.08362,-0.17679,0.09317
10662809,-0.07569,-0.17499,0.0993
10662810,-0.07494,-0.17811,0.1031699999999999
10662883,-0.09574,-0.20378,0.1080399999999999
10663074,-0.10683,-0.19656,0.08973
10663285,-0.09492,-0.18465,0.08973
10663610,-0.05889,-0.17324,0.11435
10664005,-0.10119,-0.20388,0.10269
10664033,-0.08729,-0.19676,0.1094699999999999
10664082,-0.10257,-0.20087,0.0983
10664361,-0.09808,-0.19302,0.09494
10664422,-0.08624,-0.19736,0.11112
10664722,-0.09547,-0.20075,0.10528
10664861,-0.09642,-0.19281,0.09639
10664886,-0.09184,-0.18087,0.08903
10664989,-0.09385,-0.19615,0.1022999999999999
10665059,-0.09776,-0.19439,0.09663
10665114,-0.09386,-0.18419,0.09033
10665190,-0.07702,-0.18009,0.10307
10665193,-0.09681,-0.19711,0.1003
10667,-0.10267,-0.18351,0.08084
10678577,-0.10206,-0.19151,0.08945
10678584,-0.08815,-0.18242,0.0942699999999999
